,year,state,district,office_type,poll_id,pollster_rating_id,pollster,question_id,methodology,sample_size,population,partisan,days_before_election,pred_margin,actual_margin,bias,error
9599,2018,Michigan,8,House,56812,48.0,Change Research,91555,Online,501.0,lv,D,3.0,1.0,3.8299999999999983,-2.8299999999999983,2.8299999999999983
9600,2018,Montana,1,House,56762,48.0,Change Research,91452,Online,879.0,lv,NO,3.0,-8.0,-4.630000000000003,-3.3699999999999974,3.3699999999999974
9601,2018,North Carolina,13,House,56790,48.0,Change Research,91513,Online,567.0,lv,D,3.0,0.0,-6.0,6.0,6.0
9602,2018,New Hampshire,1,House,56759,357.0,University of New Hampshire Survey Center,91453,Live Phone,309.0,lv,NO,3.0,13.0,8.549999999999997,4.450000000000003,4.450000000000003
9603,2018,New Hampshire,2,House,56759,357.0,University of New Hampshire Survey Center,91454,Live Phone,321.0,lv,NO,3.0,21.0,13.36,7.640000000000001,7.640000000000001
9604,2018,Nevada,1,House,56778,88.0,Emerson College,91494,IVR/Online,238.0,lv,NO,3.0,29.999999999999996,35.3,-5.300000000000001,5.300000000000001
9605,2018,Nevada,2,House,56778,88.0,Emerson College,91495,IVR/Online,365.0,lv,NO,3.0,-20.6,-16.459999999999994,-4.140000000000008,4.140000000000008
9606,2018,Nevada,3,House,56778,88.0,Emerson College,91496,IVR/Online,332.0,lv,NO,3.0,9.200000000000003,9.060000000000002,0.14000000000000057,0.14000000000000057
9607,2018,Nevada,4,House,56778,88.0,Emerson College,91497,IVR/Online,263.0,lv,NO,3.0,3.799999999999997,8.18,-4.380000000000003,4.380000000000003
9608,2018,New York,19,House,56693,448.0,The New York Times/Siena College,91309,Live Phone,505.0,lv,NO,3.0,1.6799999999999997,5.210000000000001,-3.530000000000001,3.530000000000001
9609,2018,New York,22,House,56693,448.0,The New York Times/Siena College,91311,Live Phone,506.0,lv,NO,3.0,-0.9299999999999997,1.7800000000000011,-2.710000000000001,2.710000000000001
9610,2018,Ohio,1,House,56820,48.0,Change Research,91575,Online,457.0,lv,D,3.0,-3.0,-4.420000000000002,1.4200000000000017,1.4200000000000017
9611,2018,Ohio,4,House,56818,48.0,Change Research,91574,Online,350.0,lv,NO,3.0,-24.0,-30.520000000000003,6.520000000000003,6.520000000000003
9612,2018,South Dakota,1,House,56760,48.0,Change Research,91455,Online,851.0,lv,NO,3.0,-10.0,-24.299999999999997,14.299999999999997,14.299999999999997
9613,2018,South Dakota,1,House,56781,88.0,Emerson College,91498,IVR/Online,514.0,lv,NO,3.0,-16.1,-24.299999999999997,8.199999999999996,8.199999999999996
9614,2018,Virginia,2,House,56791,48.0,Change Research,91515,Online,710.0,lv,D,3.0,0.0,2.239999999999995,-2.239999999999995,2.239999999999995
9615,2018,Wyoming,1,House,56761,48.0,Change Research,91456,Online,858.0,lv,NO,3.0,-27.0,-33.89,6.890000000000001,6.890000000000001
9618,2018,Arizona,0,Senate,56829,133.0,Harris Insights & Analytics,91590,Online,600.0,lv,NO,2.0,4.600000000000001,2.3500000000000014,2.25,2.25
9619,2018,Florida,0,Senate,56830,133.0,Harris Insights & Analytics,91591,Online,600.0,lv,NO,2.0,-0.6000000000000014,-0.11999999999999744,-0.480000000000004,0.480000000000004
9620,2018,Florida,0,Senate,56771,314.0,St. Pete Polls,91481,IVR,3088.0,lv,NO,2.0,3.6999999999999957,-0.11999999999999744,3.819999999999993,3.819999999999993
9621,2018,Indiana,0,Senate,56832,133.0,Harris Insights & Analytics,91592,Online,600.0,lv,NO,2.0,-1.1000000000000014,-5.8899999999999935,4.789999999999992,4.789999999999992
9622,2018,Michigan,0,Senate,56772,213.0,Mitchell Research & Communications,91482,IVR,701.0,lv,NO,2.0,7.0,6.5,0.5,0.5
9623,2018,Michigan,0,Senate,56814,338.0,Trafalgar Group,91558,IVR,1817.0,lv,R,2.0,9.0,6.5,2.5,2.5
9624,2018,Missouri,0,Senate,56833,133.0,Harris Insights & Analytics,91593,Online,600.0,lv,NO,2.0,-0.7999999999999972,-5.810000000000002,5.010000000000005,5.010000000000005
9625,2018,Montana,0,Senate,56816,338.0,Trafalgar Group,91570,IVR,953.0,lv,R,2.0,1.1000000000000014,3.549999999999997,-2.4499999999999957,2.4499999999999957
9626,2018,Nevada,0,Senate,56831,133.0,Harris Insights & Analytics,91595,Online,600.0,lv,NO,2.0,2.299999999999997,5.109999999999999,-2.8100000000000023,2.8100000000000023
9627,2018,Texas,0,Senate,56817,338.0,Trafalgar Group,91571,IVR,2135.0,lv,R,2.0,-8.899999999999999,-2.5600000000000023,-6.339999999999996,6.339999999999996
9628,2018,Arizona,0,Governor,56829,133.0,Harris Insights & Analytics,91587,Online,600.0,lv,NO,2.0,-14.299999999999997,-14.159999999999997,-0.14000000000000057,0.14000000000000057
9629,2018,Florida,0,Governor,56830,133.0,Harris Insights & Analytics,91588,Online,600.0,lv,NO,2.0,2.4000000000000057,-0.4000000000000057,2.8000000000000114,2.8000000000000114
9630,2018,Florida,0,Governor,56771,314.0,St. Pete Polls,91471,IVR,3088.0,lv,NO,2.0,4.100000000000001,-0.4000000000000057,4.500000000000007,4.500000000000007
9631,2018,Michigan,0,Governor,56772,213.0,Mitchell Research & Communications,91472,IVR,701.0,lv,NO,2.0,14.0,9.560000000000002,4.439999999999998,4.439999999999998
9632,2018,Nevada,0,Governor,56831,133.0,Harris Insights & Analytics,91589,Online,600.0,lv,NO,2.0,0.20000000000000284,4.159999999999997,-3.9599999999999937,3.9599999999999937
9633,2018,Arizona,0,Senate,56827,338.0,Trafalgar Group,91585,IVR,1217.0,lv,R,1.0,-2.1000000000000014,2.3500000000000014,-4.450000000000003,4.450000000000003
9634,2018,Florida,0,Senate,56825,338.0,Trafalgar Group,91583,IVR,1484.0,lv,R,1.0,-1.7000000000000028,-0.11999999999999744,-1.5800000000000054,1.5800000000000054
9635,2018,Michigan,0,Senate,56815,213.0,Mitchell Research & Communications,91569,IVR,827.0,lv,NO,1.0,3.0,6.5,-3.5,3.5
9636,2018,Florida,0,Governor,56825,338.0,Trafalgar Group,91582,IVR,1484.0,lv,R,1.0,-3.3999999999999986,-0.4000000000000057,-2.999999999999993,2.999999999999993
9637,2018,Michigan,0,Governor,56815,213.0,Mitchell Research & Communications,91568,IVR,827.0,lv,NO,1.0,7.799999999999997,9.560000000000002,-1.7600000000000051,1.7600000000000051
9638,2018,Florida,15,House,56821,314.0,St. Pete Polls,91576,IVR,1194.0,lv,NO,1.0,-1.9000000000000057,-6.040000000000006,4.140000000000001,4.140000000000001
9642,2018,Mississippi,0,Senate,56921,503.0,JMC Analytics/Bold Blue Campaigns,91850,Live Phone,684.0,lv,NO,5.0,-10.0,-7.260000000000005,-2.739999999999995,2.739999999999995
9643,2018,Mississippi,0,Senate,56923,48.0,Change Research,91852,Online,1211.0,lv,NO,2.0,-5.0,-7.260000000000005,2.260000000000005,2.260000000000005
9644,2019,North Carolina,9,House,59466,513.0,Harper Polling/Clarity Campaign Labs,102065,IVR/Live Phone,551.0,lv,NO,14.0,5.0,-1.9899999999999949,6.989999999999995,6.989999999999995
9645,2019,North Carolina,9,House,59473,274.0,RRH Elections,102134,Live Phone,500.0,lv,NO,14.0,-1.0,-1.9899999999999949,0.9899999999999949,0.9899999999999949
9646,2019,North Carolina,3,House,59473,274.0,RRH Elections,102081,Live Phone,500.0,lv,NO,14.0,-11.0,-24.270000000000003,13.270000000000003,13.270000000000003
9647,2019,North Carolina,9,House,59504,514.0,co/efficient,102280,IVR/Text,1175.0,lv,NO,4.0,1.5,-1.9899999999999949,3.489999999999995,3.489999999999995
9648,2019,Louisiana,0,Governor,59721,279.0,Remington Research Group,103392,IVR,1040.0,lv,R,17.0,27.0,19.17,7.829999999999998,7.829999999999998
9649,2019,Louisiana,0,Governor,59732,376.0,We Ask America,103420,IVR/Live Phone,600.0,lv,NO,17.0,24.0,19.17,4.829999999999998,4.829999999999998
9650,2019,Louisiana,0,Governor,59862,197.0,Mason-Dixon Polling & Strategy,103861,Live Phone,625.0,lv,NO,9.0,23.0,19.17,3.8299999999999983,3.8299999999999983
9651,2019,Louisiana,0,Governor,59859,156.0,JMC Analytics,103853,IVR/Live Phone,600.0,lv,NO,8.0,25.0,19.17,5.829999999999998,5.829999999999998
9652,2019,Louisiana,0,Governor,59914,185.0,Market Research Insight,103981,Live Phone,600.0,lv,NO,8.0,32.0,19.17,12.829999999999998,12.829999999999998
9653,2019,Louisiana,0,Governor,59901,88.0,Emerson College,103950,IVR/Online,467.0,lv,NO,6.0,23.099999999999998,19.17,3.929999999999996,3.929999999999996
9654,2019,Louisiana,0,Governor,60039,522.0,Data for Progress,104303,Online,1525.0,lv,NO,5.0,22.0,19.17,2.8299999999999983,2.8299999999999983
9655,2019,Louisiana,0,Governor,59935,156.0,JMC Analytics,104114,IVR/Live Phone,600.0,lv,NO,5.0,15.5,19.17,-3.6700000000000017,3.6700000000000017
9656,2019,Louisiana,0,Governor,60037,185.0,Market Research Insight,104300,Live Phone,600.0,lv,NO,3.0,30.0,19.17,10.829999999999998,10.829999999999998
9657,2019,Louisiana,0,Governor,60045,508.0,Spry Strategies,104310,IVR/Online,700.0,lv,R,3.0,13.750000000000004,19.17,-5.419999999999998,5.419999999999998
9658,2019,Louisiana,0,Governor,60044,338.0,Trafalgar Group,104309,IVR/Online/Text,1070.0,lv,R,3.0,23.4,19.17,4.229999999999997,4.229999999999997
9659,2019,Mississippi,0,Governor,62240,415.0,Hickman Analytics,111206,Live Phone,508.0,lv,D,21.0,4.0,-5.079999999999998,9.079999999999998,9.079999999999998
9660,2019,Mississippi,0,Governor,62475,324.0,SurveyMonkey,112040,Online,1002.0,lv,NO,21.0,-7.0,-5.079999999999998,-1.9200000000000017,1.9200000000000017
9661,2019,Mississippi,0,Governor,62456,454.0,Targoz Market Research,111801,Online,384.0,lv,NO,19.0,-1.0,-5.079999999999998,4.079999999999998,4.079999999999998
9662,2019,Kentucky,0,Governor,62455,454.0,Targoz Market Research,111799,Online,401.0,lv,NO,19.0,19.0,0.3499999999999943,18.650000000000006,18.650000000000006
9663,2019,Mississippi,0,Governor,62238,197.0,Mason-Dixon Polling & Strategy,111204,Live Phone,625.0,lv,NO,18.0,-3.0,-5.079999999999998,2.0799999999999983,2.0799999999999983
9664,2019,Louisiana,0,Governor,62519,530.0,Edgewater Research/My People Vote,112531,IVR,722.0,lv,NO,19.0,3.6999999999999957,2.6599999999999966,1.0399999999999991,1.0399999999999991
9665,2019,Kentucky,0,Governor,62574,338.0,Trafalgar Group,112824,IVR/Online/Text,1117.0,lv,R,5.0,-5.899999999999999,0.3499999999999943,-6.249999999999993,6.249999999999993
9666,2019,Louisiana,0,Governor,62637,522.0,Data for Progress,113124,Online,1434.0,lv,NO,10.0,0.4000000000000057,2.6599999999999966,-2.259999999999991,2.259999999999991
9667,2019,Louisiana,0,Governor,62595,197.0,Mason-Dixon Polling & Strategy,112870,Live Phone,625.0,lv,NO,10.0,2.0,2.6599999999999966,-0.6599999999999966,0.6599999999999966
9668,2019,Louisiana,0,Governor,62599,67.0,Cygnal,112875,IVR/Live Phone/Online,800.0,lv,NO,8.0,2.1999999999999957,2.6599999999999966,-0.46000000000000085,0.46000000000000085
9669,2019,Louisiana,0,Governor,62625,454.0,Targoz Market Research,113055,Online,640.0,lv,NO,6.0,4.0,2.6599999999999966,1.3400000000000034,1.3400000000000034
9670,2019,Louisiana,0,Governor,62604,530.0,Edgewater Research/My People Vote,112900,IVR,661.0,lv,NO,5.0,0.30000000000000426,2.6599999999999966,-2.3599999999999923,2.3599999999999923
9671,2019,Louisiana,0,Governor,62626,156.0,JMC Analytics,113056,IVR/Live Phone,600.0,lv,NO,3.0,0.5,2.6599999999999966,-2.1599999999999966,2.1599999999999966
9672,2019,Louisiana,0,Governor,62639,338.0,Trafalgar Group,113126,IVR/Online/Text,1107.0,lv,R,2.0,-1.2000000000000028,2.6599999999999966,-3.8599999999999994,3.8599999999999994
9865,2020,California,25,House,66279,68.0,DCCC Targeting and Analytics Department,123370,IVR/Live Phone,675.0,lv,D,4.0,2.0,-9.719999999999999,11.719999999999999,11.719999999999999
9869,2020,Alabama,0,,71434,217.0,Moore Information Group,133774,Live Phone,504.0,lv,R,21.0,-17.0,-25.54,8.54,8.54
9870,2020,Colorado,0,,71069,471.0,Civiqs,133031,Online,1013.0,lv,NO,21.0,12.0,13.5,-1.5,1.5
9871,2020,Florida,0,,72519,391.0,YouGov,136089,Online,3755.0,lv,NO,21.0,2.0,-3.3599999999999994,5.359999999999999,5.359999999999999
9872,2020,Georgia,0,,71566,113.0,Garin-Hart-Yang Research Group,134172,Live Phone,600.0,lv,D,21.0,7.0,0.22999999999999687,6.770000000000003,6.770000000000003
9873,2020,Georgia,0,,72520,391.0,YouGov,136090,Online,1456.0,lv,NO,21.0,1.0,0.22999999999999687,0.7700000000000031,0.7700000000000031
9874,2020,Michigan,0,,71170,338.0,Trafalgar Group,133245,IVR/Online/Text,1025.0,lv,R,21.0,-0.6000000000000014,2.779999999999994,-3.3799999999999955,3.3799999999999955
9875,2020,North Carolina,0,,71070,471.0,Civiqs,133032,Online,1211.0,lv,NO,21.0,5.0,-1.3499999999999943,6.349999999999994,6.349999999999994
9876,2020,North Carolina,0,,72521,391.0,YouGov,136091,Online,1627.0,lv,NO,21.0,4.0,-1.3499999999999943,5.349999999999994,5.349999999999994
9877,2020,Pennsylvania,0,,71099,243.0,InsiderAdvantage,133095,IVR/Live Phone,400.0,lv,NO,21.0,3.1999999999999957,1.1699999999999946,2.030000000000001,2.030000000000001
9878,2020,Pennsylvania,0,,72522,391.0,YouGov,136092,Online,2703.0,lv,NO,21.0,8.0,1.1699999999999946,6.830000000000005,6.830000000000005
9879,2020,Texas,0,,72523,391.0,YouGov,136093,Online,2947.0,lv,NO,21.0,-2.0,-5.580000000000005,3.5800000000000054,3.5800000000000054
9880,2020,Virginia,0,,71068,471.0,Civiqs,133030,Online,1231.0,lv,NO,21.0,13.0,10.160000000000004,2.8399999999999963,2.8399999999999963
9881,2020,Alabama,0,Senate,71235,91.0,FM3 Research,133379,Live Phone,801.0,lv,D,21.0,1.0,-20.400000000000006,21.400000000000006,21.400000000000006
9882,2020,Alabama,0,Senate,71434,217.0,Moore Information Group,133775,Live Phone,504.0,lv,R,21.0,-15.0,-20.400000000000006,5.400000000000006,5.400000000000006
9883,2020,Colorado,0,Senate,71069,471.0,Civiqs,133035,Online,1013.0,lv,NO,21.0,11.0,9.32,1.6799999999999997,1.6799999999999997
9884,2020,Georgia,0,Senate,71566,113.0,Garin-Hart-Yang Research Group,134173,Live Phone,600.0,lv,D,21.0,5.0,-1.779999999999994,6.779999999999994,6.779999999999994
9885,2020,Michigan,0,Senate,71238,338.0,Trafalgar Group,133386,IVR/Online/Text,1018.0,lv,R,21.0,-1.3999999999999986,1.6799999999999997,-3.0799999999999983,3.0799999999999983
9886,2020,North Carolina,0,Senate,71070,471.0,Civiqs,133036,Online,1211.0,lv,NO,21.0,6.0,-1.75,7.75,7.75
9887,2020,Virginia,0,Senate,71068,471.0,Civiqs,133034,Online,1231.0,lv,NO,21.0,11.0,12.099999999999994,-1.0999999999999943,1.0999999999999943
9888,2020,North Carolina,0,Governor,71070,471.0,Civiqs,133033,Online,1211.0,lv,NO,21.0,7.0,4.510000000000005,2.489999999999995,2.489999999999995
9889,2020,California,4,House,71370,165.0,Lake Research Partners,133647,IVR/Live Phone,958.0,lv,D,21.0,-4.0,-11.900000000000006,7.900000000000006,7.900000000000006
9890,2020,California,39,House,71371,260.0,Public Opinion Strategies,133648,Live Phone,400.0,lv,R,21.0,-1.0,-1.2000000000000028,0.20000000000000284,0.20000000000000284
9891,2020,Minnesota,2,House,71364,232.0,"Normington, Petts & Associates",133638,Live Phone,400.0,lv,D,21.0,18.0,2.259999999999998,15.740000000000002,15.740000000000002
9892,2020,Virginia,2,House,71540,50.0,Christopher Newport University Wason Center for Civic Leadership,134003,Live Phone,807.0,lv,NO,21.0,7.0,5.75,1.25,1.25
9897,2020,California,0,,71636,262.0,Public Policy Institute of California,134206,Live Phone,1185.0,lv,NO,20.0,26.0,29.159999999999997,-3.1599999999999966,3.1599999999999966
9898,2020,Colorado,0,,71352,271.0,RBI Strategies & Research,133613,Live Phone,502.0,lv,NO,20.0,17.0,13.5,3.5,3.5
9899,2020,Florida,0,,71177,133.0,Harris Insights & Analytics,133259,Online,965.0,lv,NO,20.0,0.0,-3.3599999999999994,3.3599999999999994,3.3599999999999994
9900,2020,Florida,0,,71442,360.0,University of North Florida Public Opinion Research Lab,133796,Live Phone,863.0,lv,NO,20.0,1.0,-3.3599999999999994,4.359999999999999,4.359999999999999
9901,2020,Georgia,0,,71759,225.0,National Research,134451,Live Phone,800.0,lv,R,20.0,4.0,0.22999999999999687,3.770000000000003,3.770000000000003
9902,2020,Kentucky,0,,71443,197.0,Mason-Dixon Polling & Strategy,133804,Live Phone,625.0,lv,NO,20.0,-17.0,-25.940000000000005,8.940000000000005,8.940000000000005
9903,2020,Michigan,0,,71178,133.0,Harris Insights & Analytics,133260,Online,1289.0,lv,NO,20.0,11.0,2.779999999999994,8.220000000000006,8.220000000000006
9904,2020,Minnesota,0,,71455,48.0,Change Research,133835,Online,1021.0,lv,NO,20.0,5.0,7.130000000000003,-2.1300000000000026,2.1300000000000026
9905,2020,North Carolina,0,,71161,88.0,Emerson College,133223,IVR/Online,721.0,lv,NO,20.0,0.0,-1.3499999999999943,1.3499999999999943,1.3499999999999943
9906,2020,Pennsylvania,0,,71179,133.0,Harris Insights & Analytics,133261,Online,992.0,lv,NO,20.0,5.0,1.1699999999999946,3.8300000000000054,3.8300000000000054
9907,2020,Pennsylvania,0,,71366,338.0,Trafalgar Group,133641,IVR/Online/Text,1041.0,lv,R,20.0,1.1000000000000014,1.1699999999999946,-0.06999999999999318,0.06999999999999318
9908,2020,Colorado,0,Senate,71352,271.0,RBI Strategies & Research,133614,Live Phone,502.0,lv,NO,20.0,14.0,9.32,4.68,4.68
9909,2020,Georgia,0,Senate,71759,225.0,National Research,134461,Live Phone,800.0,lv,R,20.0,0.0,-1.779999999999994,1.779999999999994,1.779999999999994
9910,2020,Kentucky,0,Senate,71443,197.0,Mason-Dixon Polling & Strategy,133987,Live Phone,625.0,lv,NO,20.0,-9.0,-19.53,10.530000000000001,10.530000000000001
9911,2020,Michigan,0,Senate,71178,133.0,Harris Insights & Analytics,133262,Online,1289.0,lv,NO,20.0,7.0,1.6799999999999997,5.32,5.32
9912,2020,Minnesota,0,Senate,71455,48.0,Change Research,133836,Online,1021.0,lv,NO,20.0,4.0,5.240000000000002,-1.240000000000002,1.240000000000002
9913,2020,North Carolina,0,Senate,71161,88.0,Emerson College,133225,IVR/Online,721.0,lv,NO,20.0,1.1000000000000014,-1.75,2.8500000000000014,2.8500000000000014
9914,2020,South Carolina,0,Senate,71233,564.0,brilliant corners Research & Strategies,133369,Live Phone,525.0,lv,D,20.0,2.0,-10.280000000000001,12.280000000000001,12.280000000000001
9915,2020,Georgia,0,Senate,71759,225.0,National Research,134462,Live Phone,800.0,lv,R,20.0,12.0,6.989999999999998,5.010000000000002,5.010000000000002
9916,2020,North Carolina,0,Governor,71161,88.0,Emerson College,133224,IVR/Online,721.0,lv,NO,20.0,4.399999999999999,4.510000000000005,-0.11000000000000654,0.11000000000000654
9917,2020,Iowa,4,House,71534,48.0,Change Research,133983,Online,603.0,lv,D,20.0,-5.0,-24.239999999999995,19.239999999999995,19.239999999999995
9918,2020,New York,24,House,71158,263.0,Public Policy Polling,133217,IVR/Text,789.0,lv,D,20.0,2.0,-10.169999999999995,12.169999999999995,12.169999999999995
9919,2020,Pennsylvania,8,House,71239,514.0,co/efficient,133387,IVR/Text,615.0,lv,R,20.0,5.0,3.5600000000000023,1.4399999999999977,1.4399999999999977
9920,2020,Pennsylvania,10,House,71529,333.0,Tarrance Group,133975,Live Phone,400.0,lv,R,20.0,-4.0,-6.6200000000000045,2.6200000000000045,2.6200000000000045
9921,2020,Texas,7,House,71175,478.0,GS Strategy Group,133255,Live Phone,400.0,lv,R,20.0,2.0,3.3399999999999963,-1.3399999999999963,1.3399999999999963
9925,2020,Arkansas,0,,72141,345.0,University of Arkansas Department of Political Science,135272,Live Phone,591.0,lv,NO,19.0,-33.0,-27.619999999999997,-5.380000000000003,5.380000000000003
9926,2020,Arizona,0,,71295,391.0,YouGov,133500,Online,1074.0,lv,NO,19.0,3.0,0.29999999999999716,2.700000000000003,2.700000000000003
9927,2020,Connecticut,0,,72324,748.0,GreatBlue Research,135689,Live Phone/Online,1000.0,lv,NO,19.0,25.0,20.07,4.93,4.93
9928,2020,Michigan,0,,71744,393.0,Zia Poll,134420,Live Phone,2851.0,lv,NO,19.0,-4.0,2.779999999999994,-6.779999999999994,6.779999999999994
9929,2020,Missouri,0,,71240,279.0,Remington Research Group,133388,IVR,1010.0,lv,NO,19.0,-6.0,-15.39,9.39,9.39
9930,2020,North Carolina,0,,71441,3.0,ABC News/The Washington Post,133795,Live Phone,646.0,lv,NO,19.0,1.5,-1.3499999999999943,2.8499999999999943,2.8499999999999943
9931,2020,Utah,0,,71445,555.0,RMG Research,134418,IVR/Text,1000.0,lv,NO,19.0,-12.0,-20.480000000000004,8.480000000000004,8.480000000000004
9932,2020,Washington,0,,71378,263.0,Public Policy Polling,133663,IVR/Text,610.0,lv,D,19.0,23.0,19.33,3.6700000000000017,3.6700000000000017
9933,2020,Wisconsin,0,,71365,338.0,Trafalgar Group,133639,IVR/Online/Text,1051.0,lv,R,19.0,1.3000000000000043,0.6299999999999955,0.6700000000000088,0.6700000000000088
9934,2020,Wisconsin,0,,71296,391.0,YouGov,133501,Online,1112.0,lv,NO,19.0,5.0,0.6299999999999955,4.3700000000000045,4.3700000000000045
9936,2020,Arizona,0,Senate,71295,391.0,YouGov,133502,Online,1065.0,lv,NO,19.0,11.0,2.3499999999999943,8.650000000000006,8.650000000000006
9937,2020,North Carolina,0,Senate,71441,3.0,ABC News/The Washington Post,133802,Live Phone,646.0,lv,NO,19.0,2.0,-1.75,3.75,3.75
9938,2020,Texas,0,Senate,71169,263.0,Public Policy Polling,133244,IVR/Text,712.0,lv,NO,19.0,-3.0,-9.64,6.640000000000001,6.640000000000001
9939,2020,Missouri,0,Governor,71240,279.0,Remington Research Group,133389,IVR,1010.0,lv,NO,19.0,-8.0,-16.42,8.420000000000002,8.420000000000002
9940,2020,Utah,0,Governor,71445,555.0,RMG Research,133808,IVR/Text,1000.0,lv,NO,19.0,-24.0,-32.629999999999995,8.629999999999995,8.629999999999995
9941,2020,Florida,15,House,71172,314.0,St. Pete Polls,133248,IVR,943.0,lv,NO,19.0,-8.0,-10.780000000000001,2.780000000000001,2.780000000000001
9942,2020,Ohio,12,House,71740,263.0,Public Policy Polling,134411,IVR/Text,818.0,lv,D,19.0,-4.0,-13.46,9.46,9.46
9943,2020,Pennsylvania,7,House,71567,106.0,Franklin & Marshall College,134063,Live Phone/Online,447.0,lv,NO,19.0,7.200000000000003,3.739999999999995,3.460000000000008,3.460000000000008
9944,2020,South Carolina,1,House,71358,318.0,Strategic National,133630,Live Phone,400.0,lv,R,19.0,-2.0,-1.2600000000000051,-0.7399999999999949,0.7399999999999949
9945,2020,Texas,6,House,71547,109.0,GBAO,134025,Live Phone,400.0,lv,D,19.0,-4.0,-8.82,4.82,4.82
9946,2020,Utah,4,House,71372,555.0,RMG Research,133649,IVR/Text,800.0,lv,NO,19.0,-1.0,-1.0,0.0,0.0
9948,2020,Washington,0,Governor,71378,263.0,Public Policy Polling,133809,IVR/Text,610.0,lv,D,19.0,16.0,13.480000000000004,2.519999999999996,2.519999999999996
9953,2020,Arizona,0,,71637,218.0,Morning Consult,134209,Online,1066.0,lv,NO,18.0,-1.0,0.29999999999999716,-1.2999999999999972,1.2999999999999972
9954,2020,Colorado,0,,71638,218.0,Morning Consult,134210,Online,788.0,lv,NO,18.0,16.0,13.5,2.5,2.5
9955,2020,Florida,0,,71639,218.0,Morning Consult,134211,Online,4685.0,lv,NO,18.0,7.0,-3.3599999999999994,10.36,10.36
9956,2020,Georgia,0,,71640,218.0,Morning Consult,134212,Online,1672.0,lv,NO,18.0,0.0,0.22999999999999687,-0.22999999999999687,0.22999999999999687
9957,2020,Georgia,0,,71454,448.0,The New York Times/Siena College,133826,Live Phone,759.0,lv,NO,18.0,0.0,0.22999999999999687,-0.22999999999999687,0.22999999999999687
9958,2020,Michigan,0,,71641,218.0,Morning Consult,134213,Online,1717.0,lv,NO,18.0,8.0,2.779999999999994,5.220000000000006,5.220000000000006
9959,2020,Minnesota,0,,71642,218.0,Morning Consult,134214,Online,864.0,lv,NO,18.0,9.0,7.130000000000003,1.8699999999999974,1.8699999999999974
9960,2020,North Carolina,0,,71643,218.0,Morning Consult,134215,Online,1904.0,lv,NO,18.0,3.0,-1.3499999999999943,4.349999999999994,4.349999999999994
9961,2020,New Mexico,0,,71528,109.0,GBAO,133972,Live Phone,600.0,lv,D,18.0,13.0,10.79,2.210000000000001,2.210000000000001
9962,2020,Ohio,0,,71644,218.0,Morning Consult,134216,Online,2271.0,lv,NO,18.0,-2.0,-8.030000000000001,6.030000000000001,6.030000000000001
9963,2020,Pennsylvania,0,,71379,154.0,Ipsos,133666,Online,653.0,lv,NO,18.0,4.0,1.1699999999999946,2.8300000000000054,2.8300000000000054
9964,2020,Pennsylvania,0,,71645,218.0,Morning Consult,134217,Online,2563.0,lv,NO,18.0,9.0,1.1699999999999946,7.830000000000005,7.830000000000005
9965,2020,South Carolina,0,,71646,218.0,Morning Consult,134218,Online,926.0,lv,NO,18.0,-6.0,-11.68,5.68,5.68
9966,2020,Texas,0,,71647,218.0,Morning Consult,134219,Online,3347.0,lv,NO,18.0,1.0,-5.580000000000005,6.580000000000005,6.580000000000005
9967,2020,Virginia,0,,71659,754.0,The Washington Post/George Mason University Schar School of Policy and Government,134245,Live Phone,908.0,lv,NO,18.0,11.0,10.160000000000004,0.8399999999999963,0.8399999999999963
9968,2020,Wisconsin,0,,71380,154.0,Ipsos,133667,Online,663.0,lv,NO,18.0,7.0,0.6299999999999955,6.3700000000000045,6.3700000000000045
9969,2020,Wisconsin,0,,71648,218.0,Morning Consult,134220,Online,1038.0,lv,NO,18.0,12.0,0.6299999999999955,11.370000000000005,11.370000000000005
9970,2020,Arizona,0,Senate,71637,218.0,Morning Consult,134226,Online,1066.0,lv,NO,18.0,4.0,2.3499999999999943,1.6500000000000057,1.6500000000000057
9971,2020,Colorado,0,Senate,71638,218.0,Morning Consult,134227,Online,788.0,lv,NO,18.0,8.0,9.32,-1.3200000000000003,1.3200000000000003
9972,2020,Georgia,0,Senate,71640,218.0,Morning Consult,134228,Online,1672.0,lv,NO,18.0,-2.0,-1.779999999999994,-0.22000000000000597,0.22000000000000597
9973,2020,Georgia,0,Senate,71454,448.0,The New York Times/Siena College,133827,Live Phone,759.0,lv,NO,18.0,0.0,-1.779999999999994,1.779999999999994,1.779999999999994
9974,2020,Michigan,0,Senate,71641,218.0,Morning Consult,134229,Online,1717.0,lv,NO,18.0,6.0,1.6799999999999997,4.32,4.32
9975,2020,North Carolina,0,Senate,71643,218.0,Morning Consult,134230,Online,1904.0,lv,NO,18.0,6.0,-1.75,7.75,7.75
9976,2020,New Mexico,0,Senate,71528,109.0,GBAO,133974,Live Phone,600.0,lv,D,18.0,11.0,6.109999999999999,4.890000000000001,4.890000000000001
9977,2020,South Carolina,0,Senate,71646,218.0,Morning Consult,134231,Online,926.0,lv,NO,18.0,2.0,-10.280000000000001,12.280000000000001,12.280000000000001
9978,2020,Texas,0,Senate,71647,218.0,Morning Consult,134232,Online,3347.0,lv,NO,18.0,-5.0,-9.64,4.640000000000001,4.640000000000001
