"","year","office_type","state","district","receipts_DEM","receipts_REP","individual_contributions_DEM","individual_contributions_REP"
"4445",2020,"House","CA",4,3214772.12,2197019,2332538.46,1742756.35
"4446",2020,"House","CA",5,2233118.44,0,738935.47,0
"4447",2020,"House","CA",6,1039857.95,45503.96,287499.3,11825.37
"4448",2020,"House","CA",7,1856822.63,97041.4,964094.64,84881.71
"4449",2020,"House","CA",8,1888573.34,2713910.31,1558843.37,869659.26
"4450",2020,"House","CA",9,1193511.31,72505,702535.03,56415
"4451",2020,"House","CA",10,7554839.73,2217276.69,6075902.88,1512212.31
"4452",2020,"House","CA",11,612404.28,186079.34,209617.25,162345.85
"4453",2020,"House","CA",12,29775111.18,263697.75,26088743.06,260604.76
"4454",2020,"House","CA",13,1888202.33,9879.41,1346204.25,6124.96
"4455",2020,"House","CA",14,959087.15,NA,658959.34,NA
"4456",2020,"House","CA",15,3040586.47,0,2402228.35,0
"4457",2020,"House","CA",16,2632428.82,270292.35,1293937.64,250364.35
"4458",2020,"House","CA",17,3917727.13,178536.32,3906909.04,167984.32
"4459",2020,"House","CA",18,2839717.82,20222.37,1690081.66,0
"4460",2020,"House","CA",19,1795974.38,14726.99,524750.75,4476.99
"4461",2020,"House","CA",20,2136566.08,67734.2,842697.47,66634.2
"4462",2020,"House","CA",21,6110123.87,4095745.97,4258922.89,2850825.14
"4463",2020,"House","CA",22,6160759.98,26871171.4,5621526.29,25575224.42
"4464",2020,"House","CA",23,1697002.6,28663630.1,1658389.37,21253771.14
"4465",2020,"House","CA",24,2156444.85,1335452.56,1504779.2,1300988.73
"4466",2020,"House","CA",25,6147398.81,10889206.66,4738468.17,9043136.01
"4467",2020,"House","CA",26,2021337.32,280436.4,1140182.46,253280.46
"4468",2020,"House","CA",27,1220628.13,39595.21,628455.84,11834.2
"4469",2020,"House","CA",28,19606303.04,4174364.91,17587755.49,4028835.4
"4470",2020,"House","CA",29,1514519.58,0,490479.46,0
"4471",2020,"House","CA",30,1599632.68,0,579001.88,0
"4472",2020,"House","CA",31,2529487.62,221443.75,1366060.59,132636.97
"4473",2020,"House","CA",32,555747.69,23624.37,140903.59,18624.37
"4474",2020,"House","CA",33,1684669.1,222566.22,1110429.17,96146.46
"4475",2020,"House","CA",34,1755953.49,32291.15,621802.42,4446.51
"4476",2020,"House","CA",35,657184.72,36407.02,188252,31113
"4477",2020,"House","CA",36,2467107.76,113083.36,1460347.84,97469.49
"4478",2020,"House","CA",37,2233947.37,176238.94,779522.38,161007.14
"4479",2020,"House","CA",38,1263616.56,NA,211517.19,NA
"4480",2020,"House","CA",39,4701406.98,6475725.12,2409287.94,5443660.66
"4481",2020,"House","CA",40,754961.71,85014.29,213126.34,34187.86
"4482",2020,"House","CA",41,1074646.06,668055.42,714881.95,660228.13
"4483",2020,"House","CA",42,181537.97,1444950.91,149874.49,775197.08
"4484",2020,"House","CA",43,2126589.58,11361890.22,621131.14,11083800.89
"4485",2020,"House","CA",44,1193591.31,29579.95,542176.98,3655
"4486",2020,"House","CA",45,16936971.44,3600425.14,15788759.11,3064915.79
"4487",2020,"House","CA",46,1228091.14,12917,373319.04,2917
"4488",2020,"House","CA",47,685047.24,139802.51,187198.67,44224.43
"4489",2020,"House","CA",48,6271589.71,6613063.68,4507489.52,3587199.96
"4490",2020,"House","CA",49,11640570.08,20393699.58,3572190.3,6398151.67
"4491",2020,"House","CA",50,6593417.07,5943604.41,6285766.28,2897346.55
"4492",2020,"House","CA",51,799734.22,85722.63,143464.24,80722.63
"4493",2020,"House","CA",52,1953228.97,527131.85,660749.84,165964.35
"4494",2020,"House","CA",53,2436054.63,71527.92,1825858.71,67567.2
"4495",2020,"House","CO",1,1380983.4,13657.96,738188.74,8226.99
"4496",2020,"House","CO",2,1368748.11,100537.58,874304.69,47092.58
"4497",2020,"House","CO",3,5097707.88,4277360.57,4761840.18,3318547.09
"4498",2020,"House","CO",4,417936.73,26629852.08,365951.43,19903998.48
"4499",2020,"House","CO",5,203511.3,601762.36,162302.14,162062.36
"4500",2020,"House","CO",6,4289202.2,1268537.74,3288564.24,962363.22
"4501",2020,"House","CO",7,1638227.33,147959.35,569237.09,138909.35
"4502",2020,"House","CT",1,1390151.56,53763.8,269487.6,45670
"4503",2020,"House","CT",2,967876.68,156114.81,363656.46,81561.11
"4504",2020,"House","CT",3,1956686.38,2016070.48,1134788.08,372481.47
"4505",2020,"House","CT",4,1632646.85,77189.88,630074.1,23220
"4506",2020,"House","CT",5,2082834.54,508081.09,1299575.55,453572.17
"4507",2020,"House","CT",6,26927.34,NA,19207,NA
"4508",2020,"House","FL",1,2047923.27,6115631.78,2007440.05,5992134.84
"4509",2020,"House","FL",2,145,672821.38,135,256421.6
"4510",2020,"House","FL",3,334376.04,4666271.64,242291.71,2198321.62
"4511",2020,"House","FL",4,1026623.18,1041674.4,1002664.09,467785.19
"4512",2020,"House","FL",5,988358.89,245649.14,338974.35,103753.48
"4513",2020,"House","FL",6,240656.1,2977733.18,117630.78,2209768.06
"4514",2020,"House","FL",7,3155341.28,1703567.7,1252832.68,1026109.99
"4515",2020,"House","FL",8,156208.73,1264783.35,60900.35,781381.42
"4516",2020,"House","FL",9,1115842.18,473226.65,320267.44,443187.85
"4517",2020,"House","FL",10,1883240.22,389609.95,1097058.68,372057.61
"4518",2020,"House","FL",11,63718.65,692898.61,62658.26,504223.94
"4519",2020,"House","FL",12,43414.24,1609945.83,26281.54,822762.45
"4520",2020,"House","FL",13,2808594.84,5979502.43,2061449.09,5569508.73
"4521",2020,"House","FL",14,892192.37,263129.39,390343.41,76018.88
"4522",2020,"House","FL",15,3252357.68,2795799.13,2567733.71,1428211.36
"4523",2020,"House","FL",16,3460038.59,3791207.78,3047026.21,1459050.46
"4524",2020,"House","FL",17,168010.86,768470.93,156145.74,377030.13
"4525",2020,"House","FL",18,2180656,6297774.37,1955037.88,4883375.84
"4526",2020,"House","FL",19,452065,11184860.53,383592.86,1762286.61
"4527",2020,"House","FL",20,700042.61,48781.56,261976.06,24557.33
"4528",2020,"House","FL",21,1580516.82,2964238.09,1038461.61,2518245.39
"4529",2020,"House","FL",22,1383103.79,707775.39,1073988.93,341714.83
"4530",2020,"House","FL",23,2597020.24,975165.25,1875076.56,934923.66
"4531",2020,"House","FL",24,643954.2,39625.3,88600.39,15074.3
"4532",2020,"House","FL",25,20729,1598804.73,2196.9,603565.79
"4533",2020,"House","FL",26,6886951.68,2900242.31,5028347.02,2316768.32
"4534",2020,"House","FL",27,3941075.08,3767561.1,2927715.7,3231558.61
"4535",2020,"House","GA",1,274214.89,2452231.92,136701.95,1205800.1
"4536",2020,"House","GA",2,1556370.74,273311.4,380971.01,173316.68
"4537",2020,"House","GA",3,40761.87,2389983.85,20761.87,788430.88
"4538",2020,"House","GA",4,664025.99,13454.11,146634.96,13454.11
"4539",2020,"House","GA",5,5033984.16,310545.06,4196047.29,297265.66
"4540",2020,"House","GA",6,9023176.37,4496388.71,7026782.75,3659917.71
"4541",2020,"House","GA",7,7300788.46,5344365.97,6221438.61,2944108.53
"4542",2020,"House","GA",8,7480.4,843890.71,260.4,288123
"4543",2020,"House","GA",9,107593.36,5813389.27,107519.47,2841154.68
"4544",2020,"House","GA",10,34959.47,600996.55,28435.67,409646.55
"4545",2020,"House","GA",11,414447.62,899982.15,400511.76,237036.99
"4546",2020,"House","GA",12,87656.04,1232240.87,69585,880755.18
"4547",2020,"House","GA",13,1341195.77,74265.24,274609.18,46194
"4548",2020,"House","GA",14,150457.5,6576893,147457.5,3542831.48
"4549",2020,"House","HI",1,608320.76,15499.85,202793.5,3703.36
"4550",2020,"House","HI",2,2026479.32,85133.73,956650.12,41925.36
"4551",2020,"House","IA",1,5938111.02,5207183.09,3881981.9,4643586.7
"4552",2020,"House","IA",2,4417429.83,2370086.94,3027926.1,1333759.2
"4553",2020,"House","IA",3,6319315.35,6401032.38,4412413.21,4881586.63
"4554",2020,"House","IA",4,2913538.56,2856884.11,2734204.37,1933179.27
"4555",2020,"House","IA",5,0,NA,0,NA
"4556",2020,"House","ID",1,305203.11,648025.3,280386.32,229432.89
"4557",2020,"House","ID",2,74674.43,1010346.7,66455.93,260243.41
"4558",2020,"House","IL",1,654320.06,6288.6,136841.18,6288.6
"4559",2020,"House","IL",2,1639545.16,NA,562627.52,NA
"4560",2020,"House","IL",3,5542976.21,128457.99,4170650.53,88348.99
"4561",2020,"House","IL",4,840295.39,2065,390673.61,2065
"4562",2020,"House","IL",5,1179390.31,NA,396479.29,NA
"4563",2020,"House","IL",6,5781577.83,3596520.66,4481398.17,3124662.97
"4564",2020,"House","IL",7,1280426.17,NA,666714.71,NA
"4565",2020,"House","IL",8,6466868.36,23,5415864.12,23
"4566",2020,"House","IL",9,1885254.86,35364,1366380.23,30564
"4567",2020,"House","IL",10,3617806.08,1144843.21,2198808.71,22425
"4568",2020,"House","IL",11,2499822.98,253926.05,1322521.08,183190.05
"4569",2020,"House","IL",12,262743.73,1948780.91,126944.66,748480.91
"4570",2020,"House","IL",13,5370764.98,5011860.29,4311919.69,2031252.94
"4571",2020,"House","IL",14,7862452.21,5744930.97,6314312.23,2637839.87
"4572",2020,"House","IL",15,74159.31,1606999.14,53440.03,614869.25
"4573",2020,"House","IL",16,450512.79,2115266.99,405109.26,652764.28
"4574",2020,"House","IL",17,5063556.19,2065985.15,2522536.65,1683858.96
"4575",2020,"House","IL",18,12332.4,3298994.31,11962.4,1127580.23
"4576",2020,"House","IN",1,2799475.46,57484.46,1712604.46,12177.77
"4577",2020,"House","IN",2,1292134.26,2381758.79,1042351.63,764882.64
"4578",2020,"House","IN",3,97264.43,1513853.73,88505.47,534871.19
"4579",2020,"House","IN",4,45152.53,371733.27,38571.7,112069.47
"4580",2020,"House","IN",5,4151117.81,5224723.04,3158693.17,2574336.13
"4581",2020,"House","IN",6,NA,3160008.64,NA,2376512.26
"4582",2020,"House","IN",7,1020534.26,62905.1,519072.47,51518.85
"4583",2020,"House","IN",8,118834.44,1056939.69,60596.64,256249.76
"4584",2020,"House","IN",9,167759.99,4474329.14,142324.8,1755488.05
"4585",2020,"House","KS",1,708406.98,3011129.57,654862.15,1395537.22
"4586",2020,"House","KS",2,1989619.92,2784785.67,1523296.48,1340979.24
"4587",2020,"House","KS",3,5797104.23,3582075.26,4137407.34,2941875.95
"4588",2020,"House","KS",4,276280.51,2033809.15,269860.97,861798.08
"4589",2020,"House","KY",1,0,741257.02,0,276173.01
"4590",2020,"House","KY",2,93387.97,1425219.6,82355.92,226706.81
"4591",2020,"House","KY",3,663350.52,210167.81,200442.09,43335.99
"4592",2020,"House","KY",4,211898.54,1847659.18,177971.79,1450892.77
"4593",2020,"House","KY",5,173,671229.61,0,264126.48
"4594",2020,"House","KY",6,3056159.51,4641023.09,2689575.47,2031896.52
"4595",2020,"House","LA",1,0,38160641.59,0,27592974.75
"4596",2020,"House","LA",2,2444199.41,NA,1121743.67,NA
"4597",2020,"House","LA",3,98302.33,805507.56,82972.85,555903.58
"4598",2020,"House","LA",4,52235.64,1323911.12,42626.93,826550.7
"4599",2020,"House","LA",5,303854.36,2325546.8,194815.25,1756369.97
"4600",2020,"House","LA",6,111315.7,1782976.83,35650.44,779020.16
"4601",2020,"House","MA",1,7247825.95,11021.16,3600416.6,3246.16
"4602",2020,"House","MA",2,1056481.39,26310.78,653609.27,25720.62
"4603",2020,"House","MA",3,1749081.3,507.03,1153019.04,0
"4604",2020,"House","MA",4,11879474.97,136603.34,8689261.6,62513.74
"4605",2020,"House","MA",5,1815927.75,152301.77,896519.19,139153
"4606",2020,"House","MA",6,1585022.17,305528.22,811162.45,198795.35
"4607",2020,"House","MA",7,2201880.18,62880.76,1899269.27,62380.76
"4608",2020,"House","MA",8,2893746,NA,1385000.52,NA
"4609",2020,"House","MA",9,744690.96,29856,292110.57,21583.2
"4610",2020,"House","MD",1,48283.27,1585780.83,44066.73,1127334.01
"4611",2020,"House","MD",2,1024385.59,213099.22,316113.42,164764.62
"4612",2020,"House","MD",3,615381.67,7798.23,578571.47,7698.23
"4613",2020,"House","MD",4,1527301.36,NA,613458.9,NA
"4614",2020,"House","MD",5,5074758.09,61694.62,1668721.91,49264.61
"4615",2020,"House","MD",6,26280979.47,329440.94,1721222.84,303986.29
"4616",2020,"House","MD",7,3452052.32,8313010.38,2151768.95,8291698.59
"4617",2020,"House","MD",8,2111541.85,44078.25,1647172.42,32036.86
"4618",2020,"House","ME",1,498960.51,79584.69,248091.8,68837.39
"4619",2020,"House","ME",2,5424603.52,2410025.39,4150971.09,1825337.12
"4620",2020,"House","MI",1,595803.65,1985541.88,503742.7,937138.98
"4621",2020,"House","MI",2,757101.11,2211927.61,722764.71,735205.42
"4622",2020,"House","MI",3,4222129.77,5359247.59,3333567.22,2589340.47
"4623",2020,"House","MI",4,104501.1,1534896.16,53919.19,892694.4
"4624",2020,"House","MI",5,1677147.06,101800.45,505348.03,54109.28
"4625",2020,"House","MI",6,3248629.39,3646564.23,2720204.33,1522228.6
"4626",2020,"House","MI",7,1787191,2316783.53,1470576.08,1251053.87
"4627",2020,"House","MI",8,9135590.92,2329720.73,7317750.04,1251309.47
"4628",2020,"House","MI",9,1328806.4,92015.25,824442.96,39765.25
"4629",2020,"House","MI",10,41438.35,4113028.86,28831.89,1758205.53
"4630",2020,"House","MI",11,5885565.62,2266891.29,3846023.2,1451167.83
"4631",2020,"House","MI",12,1781073.07,10615.92,782124.02,9565.92
"4632",2020,"House","MI",13,4452910.35,670608.35,4148060.5,78456.92
"4633",2020,"House","MI",14,51201489.41,39670.45,45771124.25,12561.79
"4634",2020,"House","MN",1,47740.4,2440649.48,17740.4,1580417.39
"4635",2020,"House","MN",2,5676522.49,3185552.88,3674824.82,2932089.42
"4636",2020,"House","MN",3,4840,1893925.72,0,1668221.78
"4637",2020,"House","MN",4,NA,131046.31,NA,115453.37
"4638",2020,"House","MN",5,52145.53,12526846.18,0,12502088.82
"4639",2020,"House","MN",6,NA,2850505.19,NA,1006645.18
"4640",2020,"House","MN",7,2734418.97,3578800.32,830966.78,2192380.65
"4641",2020,"House","MN",8,0,2602490.35,0,1363801.56
"4642",2020,"House","MO",1,2294720.87,NA,1524658,NA
"4643",2020,"House","MO",2,4871428.44,5653505.76,4259592.77,3309358.26
"4644",2020,"House","MO",3,30320.05,2048988.9,28705.05,437520.05
"4645",2020,"House","MO",4,407806.08,1714627.77,383884.4,1197472.67
"4646",2020,"House","MO",5,1443866.34,275424.38,394603.17,76642.87
"4647",2020,"House","MO",6,70725.48,1960690.42,61932.88,386985.04
"4648",2020,"House","MO",7,539.58,1347678.36,539.58,433787.21
"4649",2020,"House","MO",8,304296.74,1902371.34,285472.71,536860.46
"4650",2020,"House","MP",1,NA,0,NA,0
"4651",2020,"House","MS",1,22530.86,887644.57,20024.7,398729.49
"4652",2020,"House","MS",2,1379891.97,19016.36,380901.28,11591.07
"4653",2020,"House","MS",3,186.97,831350.71,126.97,500178.37
"4654",2020,"House","MS",4,721.92,1147445.25,0,282890.7
"4655",2020,"House","NC",1,1040201.15,1763363.45,292729.08,1416866.51
"4656",2020,"House","NC",2,3124358.5,1114518.94,2510436.68,337891.17
"4657",2020,"House","NC",3,935233.74,3519068.54,628616.29,1923648.58
"4658",2020,"House","NC",4,1187679.58,28205,511233.53,5985
"4659",2020,"House","NC",5,96287.71,1877434.13,81039.24,1057839.29
"4660",2020,"House","NC",6,2387023.86,978585.86,1889664.1,666125
"4661",2020,"House","NC",7,16260.36,1656529.23,4174.99,589030.59
"4662",2020,"House","NC",8,3939372.22,4181801.44,3451878.17,1723762.91
"4663",2020,"House","NC",9,8709587.35,5099682.21,7510223.53,3755890.03
"4664",2020,"House","NC",10,32121.46,2796379.57,27645.25,489015.92
"4665",2020,"House","NC",11,2447328.77,7189956.44,2350537.61,4811582.58
"4666",2020,"House","NC",12,842118.49,21950,237106.34,850
"4667",2020,"House","NC",13,194333.82,2325418.77,175334.17,1373534.85
"4668",2020,"House","NE",1,1155548.43,1480135.14,1081779.43,677495.1
"4669",2020,"House","NE",2,5075402.24,3790454.61,4128634.64,1878351.43
"4670",2020,"House","NE",3,108.79,1511709.3,108.79,364982.3
"4671",2020,"House","NH",1,3227010.13,1968652.14,2248819.85,1685183.61
"4672",2020,"House","NH",2,3045110.35,601299.37,1810958.94,419351.27
"4673",2020,"House","NJ",1,2238174.67,347738.03,1120168.41,336010.9
"4674",2020,"House","NJ",2,5706933.22,5396581.19,4092555.29,4204824.85
"4675",2020,"House","NJ",3,7358202.54,1935660.7,5709701.73,880064.26
"4676",2020,"House","NJ",4,1176384.14,1386941.44,812652.06,820045.84
"4677",2020,"House","NJ",5,8417925.17,3575574.82,6027509.74,1037477.46
"4678",2020,"House","NJ",6,3311516.6,50,1086446.03,50
"4679",2020,"House","NJ",7,7496459.4,3974645.43,6284699.86,3308637.86
"4680",2020,"House","NJ",8,709433.92,NA,389315.89,NA
"4681",2020,"House","NJ",9,2468902.15,49362.43,778066.82,46792.43
"4682",2020,"House","NJ",10,650356.89,NA,167276.16,NA
"4683",2020,"House","NJ",11,6495511.72,1709925.57,4842625.69,915231.11
"4684",2020,"House","NJ",12,806729.36,3065.2,335907.15,3065.2
"4685",2020,"House","NM",1,3255206.18,651974.26,2548868.61,362124.31
"4686",2020,"House","NM",2,8496905.78,4571442.19,6379109.55,3592620.84
"4687",2020,"House","NM",3,13187756.79,323295.05,10839358.68,267702.99
"4688",2020,"House","NV",1,708252.89,10130,332164.79,4050
"4689",2020,"House","NV",2,839648.28,1085122.16,549650.83,638671
"4690",2020,"House","NV",3,7335474.57,4020289.7,3951655.31,2843184
"4691",2020,"House","NV",4,3522736.45,2738015.92,1644700.23,2158050.01
"4692",2020,"House","NY",1,10622545.82,8429429.05,7183188.9,6182484.82
"4693",2020,"House","NY",2,4381582.25,2815716.52,2946202.79,1844897.24
"4694",2020,"House","NY",3,3240005.76,706180.93,1981508.38,604622.04
"4695",2020,"House","NY",4,1124280.24,189844.48,594860.42,171038.3
"4696",2020,"House","NY",5,2249676.79,0,608211.53,0
"4697",2020,"House","NY",6,1391081.09,135303.4,889759.22,28153.4
"4698",2020,"House","NY",7,828693.31,2760,455778.81,760
"4699",2020,"House","NY",8,4201480.15,NA,2525303.88,NA
"4700",2020,"House","NY",9,2296076.92,NA,1268076.13,NA
"4701",2020,"House","NY",10,3658199.12,55421.24,1938994.46,50247.96
"4702",2020,"House","NY",11,9323277.66,3752973.47,7309630.4,3193474.53
"4703",2020,"House","NY",12,4586318.98,64.91,2858726.04,0
"4704",2020,"House","NY",13,1283600.63,41348.2,657227.09,34028.2
"4705",2020,"House","NY",14,24882140.48,12555135.84,23154541.17,12511043.98
"4706",2020,"House","NY",15,4660166.44,0,4076142.81,0
"4707",2020,"House","NY",16,6650021.46,NA,5851804.4,NA
"4708",2020,"House","NY",17,13080867.57,91659.83,6220733.54,61014.77
"4709",2020,"House","NY",18,2607624.75,1188584.58,1785697.59,956483.33
"4710",2020,"House","NY",19,6032690.61,580153.57,4956155.41,233224.11
"4711",2020,"House","NY",20,1547862.94,422453.71,544915.6,365613.28
"4712",2020,"House","NY",21,5694812.68,13349928.94,5511830.13,11174707.3
"4713",2020,"House","NY",22,6149102.8,3481569.85,3958651.83,2301259.16
"4714",2020,"House","NY",23,1625223.26,3333083.36,1384075.88,1206215.44
"4715",2020,"House","NY",24,4664132.24,3839114.1,3946971.82,1741685.96
"4716",2020,"House","NY",25,1582285.54,301375.86,502263.31,24651.98
"4717",2020,"House","NY",26,1156674.72,NA,311063.51,NA
"4718",2020,"House","NY",27,1146889,2989970.71,1065374.72,1492688.31
"4719",2020,"House","NY",29,23391.58,0,0,0
"4720",2020,"House","OH",1,4686428.46,3204552.27,3869922.84,1929471.44
"4721",2020,"House","OH",2,293869.09,1801573.27,281689.96,775075.26
"4722",2020,"House","OH",3,3096819.15,0,1527749.43,0
"4723",2020,"House","OH",4,233188.78,18637124.6,218318.55,18473335.86
"4724",2020,"House","OH",5,262004.84,1594841.86,248576.44,592818.54
"4725",2020,"House","OH",6,261.84,1866973.1,261.84,700508.71
"4726",2020,"House","OH",7,16171.56,813735.15,8672.31,207807.23
"4727",2020,"House","OH",8,56011.36,1029942.47,53284.23,423371.26
"4728",2020,"House","OH",9,1097894.5,137748.16,307949.5,60948.16
"4729",2020,"House","OH",10,2088623.65,1776495.04,1737504.86,866490.35
"4730",2020,"House","OH",11,1477410.63,978437.77,828096.98,158647.13
"4731",2020,"House","OH",12,1098438.6,2305194.59,1025163.59,850162.02
"4732",2020,"House","OH",13,1991087.32,999988.26,1117400.94,823656.16
"4733",2020,"House","OH",14,598918.64,2942391.5,540992.8,1098606.58
"4734",2020,"House","OH",15,57146.96,3019899.07,51781.75,1045252.13
"4735",2020,"House","OH",16,60294.39,2412396.81,53329.56,985201.28
"4736",2020,"House","OK",1,195695.24,1428479.18,159949.22,801050.25
"4737",2020,"House","OK",2,230006.51,1699674.57,33665.52,392444.91
"4738",2020,"House","OK",3,NA,881729.37,NA,129515.2
"4739",2020,"House","OK",4,2956.44,1827316.7,140,835149.5
"4740",2020,"House","OK",5,5993085.31,7771020.99,4483004.32,5043247.75
"4741",2020,"House","OR",1,995471.02,396.72,435471.02,396.72
"4742",2020,"House","OR",2,97967.5,6034126.67,29578.57,3722616.78
"4743",2020,"House","OR",3,1939812.36,31736,828032.59,13874
"4744",2020,"House","OR",4,5498861.73,5663987.45,3250685.52,5284601.02
"4745",2020,"House","OR",5,2302895.07,314956.88,692471.07,301616.36
"4746",2020,"House","PA",1,3166516.38,4302457.72,2618111.54,1928408.36
"4747",2020,"House","PA",2,1563803.52,NA,408216.13,NA
"4748",2020,"House","PA",3,947183.81,0,276250.62,0
"4749",2020,"House","PA",4,1577146.54,1036929.77,787166.8,929511.39
"4750",2020,"House","PA",5,1488085.15,136768.39,1077212.88,99417.95
"4751",2020,"House","PA",6,3577000.89,1459532.06,2109972,392459.12
"4752",2020,"House","PA",7,4644289.9,4755659.65,3417373.86,1182678.79
"4753",2020,"House","PA",8,3955709.11,2093700.38,2419153.62,1573655.82
"4754",2020,"House","PA",9,221584.52,1089495.81,92809.21,510182.5
"4755",2020,"House","PA",10,5222745.32,4042714.44,4327671.33,3284199.72
"4756",2020,"House","PA",11,45682.77,1358388.43,32647.4,426419.72
"4757",2020,"House","PA",12,217785.83,1573686.32,158326.87,1059466.31
"4758",2020,"House","PA",13,60566.5,1185555.9,57935.52,330642.12
"4759",2020,"House","PA",14,60488.74,2264455.66,52652.94,1480379.36
"4760",2020,"House","PA",15,1176.74,1726997.53,1176.74,818182.16
"4761",2020,"House","PA",16,628071.86,2300601.01,535012.65,636904.86
"4762",2020,"House","PA",17,4116059.9,4095462.37,3348783.36,3265974.53
"4763",2020,"House","PA",18,1287222.24,64885.2,502214.82,52780.06
"4764",2020,"House","RI",1,1587329.92,NA,1085279.96,NA
"4765",2020,"House","RI",2,1134648.56,56749.2,573863.51,29332.68
"4766",2020,"House","SC",1,7085962.26,6959866.41,6282370.49,5965534.72
"4767",2020,"House","SC",2,2560229.2,1686288.77,2481954.2,969357.42
"4768",2020,"House","SC",3,50928.3,1527352.26,27959.57,840687.75
"4769",2020,"House","SC",4,168860.28,1378992.09,163500.18,290766.61
"4770",2020,"House","SC",5,494095.05,1041650.45,463297.4,688902.46
"4771",2020,"House","SC",6,4572697.85,0,1201545.19,0
"4772",2020,"House","SC",7,165872.31,1415987.79,140815.21,542193
"4773",2020,"House","TN",1,205250.01,5641471.76,199880.01,1738439.11
"4774",2020,"House","TN",2,815554.81,1379933.46,807625.81,1072845.61
"4775",2020,"House","TN",3,87084.09,1057453.39,81271.61,603344.93
"4776",2020,"House","TN",4,315868.69,353930.91,280521.99,212775.2
"4777",2020,"House","TN",5,1143471.05,0,688645.42,0
"4778",2020,"House","TN",6,173440.42,1582985.81,0,584744
"4779",2020,"House","TN",7,208763.33,3259676.84,202644.28,2205829.61
"4780",2020,"House","TN",8,19271.68,1758788.78,13199.88,1017689.01
"4781",2020,"House","TN",9,660651.5,NA,239647.77,NA
"4782",2020,"House","TX",1,803839.52,564861.28,737815.77,467368.11
"4783",2020,"House","TX",2,4331031.29,19490131.71,3894609.52,17669738.32
"4784",2020,"House","TX",3,2246060.72,3107848.12,2037182.1,1295224.94
"4785",2020,"House","TX",4,0,1936757.11,0,1401326.88
"4786",2020,"House","TX",5,323922.93,1657012.77,144777.93,770322.92
"4787",2020,"House","TX",6,681820.75,923557.51,618219.27,361143.63
"4788",2020,"House","TX",7,6405735.98,8973839.52,4436565.95,6983846.08
"4789",2020,"House","TX",8,28630.55,3631745.31,24756.09,701843.82
"4790",2020,"House","TX",9,534677.1,148270.63,231475.01,81030.47
"4791",2020,"House","TX",10,5627904.29,3873477.95,4655972.1,1425674.52
"4792",2020,"House","TX",11,138321.63,3887760.55,134032.98,2830568.81
"4793",2020,"House","TX",12,122470.75,4506701.02,64687.48,2272679.88
"4794",2020,"House","TX",13,39610.98,5614571.7,29452.28,3319400.8
"4795",2020,"House","TX",14,280878.55,954819.02,256791.71,560896.3
"4796",2020,"House","TX",15,1260815.35,486831.57,192433.25,363019.4
"4797",2020,"House","TX",16,1838522.82,206883.03,526295.98,177462.51
"4798",2020,"House","TX",17,238071.61,4654635.76,224299.04,1541174.94
"4799",2020,"House","TX",18,1341022,313056.33,964689.65,299150.44
"4800",2020,"House","TX",19,49404.55,2547881.59,33134.31,1280358.3
"4801",2020,"House","TX",20,705568.45,309703.16,394996.03,41160.5
"4802",2020,"House","TX",21,10485817.39,5163213.81,9298053.25,4246711.67
"4803",2020,"House","TX",22,6130629.97,14474111.78,4920339.09,3593003.91
"4804",2020,"House","TX",23,6977409.3,4946686.64,5664978.74,2701402.49
"4805",2020,"House","TX",24,7064613.01,4796439.14,5861446.88,2644650.05
"4806",2020,"House","TX",25,2444137.41,2453704.74,2389237.59,611296.66
"4807",2020,"House","TX",26,154757.03,1985507.11,66033.31,771798.31
"4808",2020,"House","TX",27,1300559.84,1019271.64,9376,776214.12
"4809",2020,"House","TX",28,4780935.68,24833.76,3040090.49,24760.12
"4810",2020,"House","TX",29,868451.21,13235.7,227321.82,13235.7
"4811",2020,"House","TX",30,694925.59,311551.27,189569.41,311451.27
"4812",2020,"House","TX",31,31697688.28,2232658.33,29644905.4,1079643.5
"4813",2020,"House","TX",32,5777600.05,6223631.1,4556545.84,3396113.07
"4814",2020,"House","TX",33,1651467.7,39991.69,483299.53,28930.2
"4815",2020,"House","TX",34,993228.15,37118.25,223069.32,25285.25
"4816",2020,"House","TX",35,1337508.73,108269.23,613303.05,17360.03
"4817",2020,"House","TX",36,21714.39,1549611.91,17022.92,857144.46
"4818",2020,"House","UT",1,74883.66,2389816.04,59976.15,1044080.03
"4819",2020,"House","UT",2,363732.37,1048428.76,355122.4,419710.89
"4820",2020,"House","UT",3,193951.61,905501.13,190101.67,264536.8
"4821",2020,"House","UT",4,5648758.38,6769204.2,4114005.75,5622910.24
"4822",2020,"House","VA",1,1735333.34,2019992.07,1573844.49,1029501.68
"4823",2020,"House","VA",2,6017374.11,3062557.95,4759776.14,2490927.88
"4824",2020,"House","VA",3,875926.24,204046.74,222376.24,172221.18
"4825",2020,"House","VA",4,1017770.45,548113.56,325940.51,524583.72
"4826",2020,"House","VA",5,8058264.33,3054863.77,7164289.06,1657340.16
"4827",2020,"House","VA",6,59690.44,941753.05,45729.99,558725.36
"4828",2020,"House","VA",7,8494947.77,5058551.71,6565508.99,4500425.56
"4829",2020,"House","VA",8,1735678.55,543000.14,1068753.5,500966.17
"4830",2020,"House","VA",9,224.62,877151.28,155.62,282712.12
"4831",2020,"House","VA",10,3992327.41,2782904.11,3111157.89,2634615.89
