poll_id,pollster_rating_id,methodology,state,seat_number,question_id,sample_size,population_full,cycle,office_type,party,pct,answer
87945,323,Live Phone,NA,NA,207669,1000,lv,2024,U.S. House,DEM,48.4,NA
87945,323,Live Phone,NA,NA,207669,1000,lv,2024,U.S. House,REP,43,NA
87982,52,Online Panel,NA,NA,207556,1238,lv,2024,U.S. House,DEM,48,NA
87982,52,Online Panel,NA,NA,207556,1238,lv,2024,U.S. House,REP,41,NA
87899,407,Online Panel,NA,NA,206911,1031,lv,2024,U.S. House,DEM,48,NA
87899,407,Online Panel,NA,NA,206911,1031,lv,2024,U.S. House,REP,48,NA
87916,770,IVR/Online Panel,NA,NA,207055,856,lv,2024,U.S. House,DEM,46.3,NA
87916,770,IVR/Online Panel,NA,NA,207055,856,lv,2024,U.S. House,REP,44.1,NA
87900,124,,NA,NA,206935,1190,lv,2024,U.S. House,DEM,44,NA
87900,124,,NA,NA,206935,1190,lv,2024,U.S. House,REP,41,NA
87871,522,,NA,NA,206672,6067,lv,2024,U.S. House,DEM,49,NA
87871,522,,NA,NA,206672,6067,lv,2024,U.S. House,REP,44,NA
87781,88,IVR/Online Panel/Text-to-Web,NA,NA,206005,1000,lv,2024,U.S. House,DEM,47.5,NA
87781,88,IVR/Online Panel/Text-to-Web,NA,NA,206005,1000,lv,2024,U.S. House,REP,45.5,NA
87791,67,,NA,NA,206110,1500,lv,2024,U.S. House,DEM,46.4,NA
87791,67,,NA,NA,206110,1500,lv,2024,U.S. House,REP,47.1,NA
87699,195,Probability Panel,NA,NA,205440,683,lv,2024,U.S. House,DEM,52,NA
87699,195,Probability Panel,NA,NA,205440,683,lv,2024,U.S. House,REP,48,NA
87643,836,IVR/Live Phone/Online Panel/Text-to-Web,NA,NA,204990,1035,lv,2024,U.S. House,DEM,46.6,NA
87643,836,IVR/Live Phone/Online Panel/Text-to-Web,NA,NA,204990,1035,lv,2024,U.S. House,REP,45.2,NA
87640,203,Online Panel,NA,NA,204910,1000,lv,2024,U.S. House,DEM,44,NA
87640,203,Online Panel,NA,NA,204910,1000,lv,2024,U.S. House,REP,46,NA
87651,251,Live Phone/Online Panel/Text-to-Web,NA,NA,205053,2919,lv,2024,U.S. House,DEM,43.7,NA
87651,251,Live Phone/Online Panel/Text-to-Web,NA,NA,205053,2919,lv,2024,U.S. House,REP,43.7,NA
87617,770,IVR/Online Panel,NA,NA,204777,952,lv,2024,U.S. House,DEM,47,NA
87617,770,IVR/Online Panel,NA,NA,204777,952,lv,2024,U.S. House,REP,42,NA
87659,52,Online Panel,NA,NA,205192,995,lv,2024,U.S. House,DEM,44,NA
87659,52,Online Panel,NA,NA,205192,995,lv,2024,U.S. House,REP,42,NA
87579,133,Online Panel,NA,NA,204421,2472,lv,2024,U.S. House,DEM,44,NA
87579,133,Online Panel,NA,NA,204421,2472,lv,2024,U.S. House,REP,45,NA
87589,239,Online Panel,NA,NA,204534,800,lv,2024,U.S. House,DEM,44,NA
87589,239,Online Panel,NA,NA,204534,800,lv,2024,U.S. House,REP,49,NA
87555,391,Online Panel,NA,NA,204187,1155,lv,2024,U.S. House,DEM,44,NA
87555,391,Online Panel,NA,NA,204187,1155,lv,2024,U.S. House,REP,44,NA
87520,407,Online Panel,NA,NA,203776,982,lv,2024,U.S. House,DEM,48,NA
87520,407,Online Panel,NA,NA,203776,982,lv,2024,U.S. House,REP,47,NA
87521,133,Online Panel,NA,NA,203729,2169,lv,2024,U.S. House,DEM,41,NA
87521,133,Online Panel,NA,NA,203729,2169,lv,2024,U.S. House,REP,49,NA
87528,770,IVR/Online Panel,NA,NA,203902,711,lv,2024,U.S. House,DEM,44.5,NA
87528,770,IVR/Online Panel,NA,NA,203902,711,lv,2024,U.S. House,REP,45.1,NA
87538,239,Online Panel,NA,NA,204107,800,lv,2024,U.S. House,DEM,43,NA
87538,239,Online Panel,NA,NA,204107,800,lv,2024,U.S. House,REP,46,NA
